"Time", "controlBus.chassisBus.longitudinalVelocity|km/h", "controlBus.chassisBus.longitudinalAcceleration|m/s2", "controlBus.batteryBus_1.SOC"
"48.3", "-0.008530696", "-4.21E-15", "0.97"
"48.4", "-0.008530696", "-5.48E-15", "0.97"
"48.5", "-0.008530696", "-2.67E-15", "0.97"
"48.6", "-0.008530696", "-1.12E-15", "0.97"
"48.7", "-0.008530696", "-3.91E-15", "0.97"
"48.8", "-0.008530696", "-2.07E-15", "0.97"
"48.9", "-0.008530696", "-2.22E-15", "0.97"
"49", "-0.008530696", "-2.81E-15", "0.97"
"49.1", "-0.008530696", "-4.23E-15", "0.97"
"49.2", "-0.008530696", "-2.63E-15", "0.97"
"49.3", "-0.008530696", "-1.22E-15", "0.97"
"49.4", "-0.008530696", "-1.71E-16", "0.97"
"49.5", "-0.008530696", "-1.10E-15", "0.97"
"49.6", "-0.008530696", "3.86E-15", "0.97"
"49.7", "-0.008530696", "3.49E-15", "0.97"
"49.8", "-0.008530696", "-8.28E-16", "0.97"
"49.9", "-0.008530696", "-2.08E-15", "0.97"
"50", "-0.008530696", "-8.05E-16", "0.97"
"50.1", "-0.008530696", "9.84E-16", "0.97"
"50.2", "-0.008530696", "2.21E-16", "0.97"
"50.3", "-0.008530696", "1.24E-15", "0.97"
"50.4", "-0.008530696", "-3.43E-15", "0.97"
"50.5", "-0.008530696", "-1.53E-15", "0.97"
"50.6", "-0.008530696", "5.56E-15", "0.97"
"50.7", "-0.008530696", "1.73E-15", "0.97"
"50.8", "-0.008530696", "8.03E-16", "0.97"
"50.9", "-0.008530696", "3.34E-15", "0.97"
"51", "-0.008530696", "2.70E-15", "0.97"
"51.1", "-0.008530696", "3.89E-15", "0.97"
"51.2", "-0.008530696", "-1.79E-16", "0.97"
"51.3", "-0.008530696", "-1.23E-15", "0.97"
"51.4", "-0.008530696", "9.04E-16", "0.97"
"51.5", "-0.008530696", "1.51E-15", "0.97"
"51.6", "-0.008530696", "-1.00E-15", "0.97"
"51.7", "-0.008530696", "1.19E-15", "0.97"
"51.8", "-0.008530696", "-5.39E-16", "0.97"
"51.9", "-0.008530696", "-3.32E-15", "0.97"
"52", "-0.008530696", "-5.93E-16", "0.97"
"52.1", "-0.008530696", "-4.48E-15", "0.97"
"52.2", "-0.008530696", "-2.32E-15", "0.97"
"52.3", "-0.008530696", "-2.20E-15", "0.97"
"52.4", "-0.008530696", "-5.34E-15", "0.97"
"52.5", "-0.008530696", "-7.69E-16", "0.97"
"52.6", "-0.008530696", "3.89E-15", "0.97"
"52.7", "-0.008530696", "3.00E-15", "0.97"
"52.8", "-0.008530696", "3.30E-15", "0.97"
"52.9", "-0.008530696", "2.39E-15", "0.97"
"53", "-0.008530696", "3.72E-15", "0.97"
"53.1", "-0.008530696", "1.07E-15", "0.97"
"53.2", "-0.008530696", "3.83E-15", "0.97"
"53.3", "-0.008530696", "1.62E-15", "0.97"
"53.4", "-0.008530696", "3.66E-15", "0.97"
"53.5", "-0.008530696", "7.29E-15", "0.97"
"53.6", "-0.008530696", "6.06E-15", "0.97"
"53.7", "-0.008530696", "4.04E-15", "0.97"
"53.8", "-0.008530696", "4.28E-15", "0.97"
"53.9", "-0.008530696", "6.04E-15", "0.97"
"54", "-0.008530696", "2.26E-15", "0.97"
"54.1", "-0.008530696", "4.78E-15", "0.97"
"54.2", "-0.008530696", "3.85E-15", "0.97"
"54.3", "-0.008530696", "4.16E-15", "0.97"
"54.4", "-0.008530696", "6.33E-15", "0.97"
"54.5", "-0.008530696", "7.71E-15", "0.97"
"54.6", "-0.008530696", "5.61E-15", "0.97"
"54.7", "-0.008530696", "6.78E-15", "0.97"
"54.8", "-0.008530696", "6.64E-15", "0.97"
"54.9", "-0.008530696", "6.77E-15", "0.97"
"55", "-0.008530696", "3.84E-15", "0.97"
"55.1", "-0.008530696", "1.70E-15", "0.97"
"55.2", "-0.008530696", "3.45E-15", "0.97"
"55.3", "-0.008530696", "1.85E-15", "0.97"
"55.4", "-0.008530696", "6.96E-15", "0.97"
"55.5", "-0.008530696", "4.92E-15", "0.97"
"55.6", "-0.008530696", "4.12E-15", "0.97"
"55.7", "-0.008530696", "4.39E-15", "0.97"
"55.8", "-0.008530696", "4.06E-15", "0.97"
"55.9", "-0.008530696", "7.79E-16", "0.97"
"56", "-0.008530696", "-4.26E-16", "0.97"
"56.1", "-0.008530696", "5.48E-15", "0.97"
"56.2", "-0.008530696", "2.84E-15", "0.97"
"56.3", "-0.008530696", "-1.03E-15", "0.97"
"56.4", "-0.008530696", "-6.45E-16", "0.97"
"56.5", "-0.008530696", "-3.96E-15", "0.97"
"56.6", "-0.008530696", "-4.66E-17", "0.97"
"56.7", "-0.008530696", "-6.16E-17", "0.97"
"56.8", "-0.008530696", "-4.25E-15", "0.97"
"56.9", "-0.008530696", "-4.64E-15", "0.97"
"57", "-0.008530696", "-5.03E-15", "0.97"
"57.1", "-0.008530696", "-3.07E-15", "0.97"
"57.2", "-0.008530696", "-3.18E-15", "0.97"
"57.3", "-0.008530696", "-2.08E-15", "0.97"
"57.4", "-0.008530696", "-5.48E-15", "0.97"
"57.5", "-0.008530696", "-7.93E-15", "0.97"
"57.6", "-0.008530696", "-4.27E-15", "0.97"
"57.7", "-0.008530696", "-4.59E-15", "0.97"
"57.8", "-0.008530696", "-3.24E-15", "0.97"
"57.9", "-0.008530696", "-6.27E-15", "0.97"
"58", "-0.008530696", "-1.58E-15", "0.97"
"58.1", "-0.008530696", "-6.26E-15", "0.97"
"58.2", "-0.008530696", "-6.66E-15", "0.97"
"58.3", "-0.008530696", "-7.23E-15", "0.97"
"58.4", "-0.008530696", "-8.42E-15", "0.97"
"58.5", "-0.008530696", "-5.93E-15", "0.97"
"58.6", "-0.008530696", "-9.09E-15", "0.97"
"58.7", "-0.008530696", "-7.04E-15", "0.97"
"58.8", "-0.008530696", "-1.12E-14", "0.97"
"58.9", "-0.008530696", "-1.20E-14", "0.97"
"59", "-0.008530696", "-1.13E-14", "0.97"
"59.1", "-0.008530696", "-1.15E-14", "0.97"
"59.2", "-0.008530696", "-1.28E-14", "0.97"
"59.3", "-0.008530696", "-9.54E-15", "0.97"
"59.4", "-0.008530696", "-9.63E-15", "0.97"
"59.5", "-0.008530696", "-1.14E-14", "0.97"
"59.6", "-0.008530696", "-5.87E-15", "0.97"
"59.7", "-0.008530696", "-9.01E-15", "0.97"
"59.8", "-0.008530696", "-8.22E-15", "0.97"
"59.9", "-0.008530696", "-5.40E-15", "0.97"
"60", "-0.008530696", "-2.06E-15", "0.97"
"60.1", "-0.008530696", "-3.99E-15", "0.97"
"60.2", "-0.008530696", "-2.70E-15", "0.97"
"60.3", "-0.008530696", "2.13E-15", "0.97"
"60.4", "-0.008530696", "8.31E-16", "0.97"
"60.5", "-0.008530696", "2.59E-15", "0.97"
"60.6", "-0.008530696", "1.79E-15", "0.97"
"60.7", "-0.008530696", "4.29E-15", "0.97"
"60.8", "-0.008530696", "1.97E-15", "0.97"
"60.9", "-0.008530696", "4.17E-15", "0.97"
"61", "-0.008530696", "4.81E-15", "0.97"
"61.1", "-0.008530696", "6.26E-15", "0.97"
"61.2", "-0.008530696", "1.49E-14", "0.97"
"61.3", "-0.008530696", "1.19E-14", "0.97"
"61.4", "-0.008530696", "1.31E-14", "0.97"
"61.5", "-0.008530696", "1.57E-14", "0.97"
"61.6", "-0.008530696", "1.33E-14", "0.97"
"61.7", "-0.008530696", "1.38E-14", "0.97"
"61.8", "-0.008530696", "1.32E-14", "0.97"
"61.9", "-0.008530696", "1.50E-14", "0.97"
"62", "-0.008530696", "1.68E-14", "0.97"
"62.1", "-0.008530696", "1.91E-14", "0.97"
"62.2", "-0.008530696", "1.60E-14", "0.97"
"62.3", "-0.008530696", "2.01E-14", "0.97"
"62.4", "-0.008530696", "2.01E-14", "0.97"
"62.5", "-0.008530696", "2.12E-14", "0.97"
"62.6", "-0.008530696", "2.30E-14", "0.97"
"62.7", "-0.008530696", "2.21E-14", "0.97"
"62.8", "-0.008530696", "2.32E-14", "0.97"
"62.9", "-0.008530696", "2.05E-14", "0.97"
"63", "-0.008530696", "2.13E-14", "0.97"
"63.1", "-0.008530696", "2.02E-14", "0.97"
"63.2", "-0.008530696", "2.21E-14", "0.97"
"63.3", "-0.008530696", "2.00E-14", "0.97"
"63.4", "-0.008530696", "1.90E-14", "0.97"
"63.5", "-0.008530696", "1.98E-14", "0.97"
"63.6", "-0.008530696", "1.90E-14", "0.97"
"63.7", "-0.008530696", "1.73E-14", "0.97"
"63.8", "-0.008530696", "2.29E-14", "0.97"
"63.9", "-0.008530696", "2.03E-14", "0.97"
"64", "-0.008530696", "1.93E-14", "0.97"
"64.1", "-0.008530696", "2.03E-14", "0.97"
"64.2", "-0.008530696", "2.15E-14", "0.97"
"64.3", "-0.008530696", "1.40E-14", "0.97"
"64.4", "-0.008530696", "1.76E-14", "0.97"
"64.5", "-0.008530696", "1.13E-14", "0.97"
"64.6", "-0.008530696", "1.35E-14", "0.97"
"64.7", "-0.008530696", "9.39E-15", "0.97"
"64.8", "-0.008530696", "1.04E-14", "0.97"
"64.9", "-0.008530696", "9.04E-15", "0.97"
"65", "-0.008530696", "4.73E-15", "0.97"
"65.1", "-0.008530696", "3.23E-15", "0.97"
"65.2", "-0.008530696", "4.41E-15", "0.97"
"65.3", "-0.008530696", "4.43E-15", "0.97"
"65.4", "-0.008530696", "1.88E-15", "0.97"
"65.5", "-0.008530696", "4.42E-15", "0.97"
"65.6", "-0.008530696", "2.85E-15", "0.97"
"65.7", "-0.008530696", "4.86E-15", "0.97"
"65.8", "-0.008530696", "1.87E-16", "0.97"
"65.9", "-0.008530696", "7.31E-16", "0.97"
"66", "-0.008530696", "-7.44E-16", "0.97"
"66.1", "-0.008530696", "-3.99E-15", "0.97"
"66.2", "-0.008530696", "-5.11E-15", "0.97"
"66.3", "-0.008530696", "-6.41E-15", "0.97"
"66.4", "-0.008530696", "-5.28E-15", "0.97"
"66.5", "-0.008530696", "-5.36E-15", "0.97"
"66.6", "-0.008530696", "-5.50E-15", "0.97"
"66.7", "-0.008530696", "-6.50E-15", "0.97"
"66.8", "-0.008530696", "-6.39E-15", "0.97"
"66.9", "-0.008530696", "-7.87E-15", "0.97"
"67", "-0.008530696", "-7.83E-15", "0.97"
"67.1", "-0.008530696", "-7.95E-15", "0.97"
"67.2", "-0.008530696", "-7.93E-15", "0.97"
"67.3", "-0.008530696", "-6.61E-15", "0.97"
"67.4", "-0.008530696", "-6.52E-15", "0.97"
"67.5", "-0.008530696", "-6.39E-15", "0.97"
"67.6", "-0.008530696", "-5.41E-15", "0.97"
"67.7", "-0.008530696", "-5.26E-15", "0.97"
"67.8", "-0.008530696", "-1.10E-15", "0.97"
"67.9", "-0.008530696", "-9.11E-16", "0.97"
"68", "-0.008530696", "-5.58E-15", "0.97"
"68.1", "-0.008530696", "-5.99E-15", "0.97"
"68.2", "-0.008530696", "-7.51E-15", "0.97"
"68.3", "-0.008530696", "-7.00E-15", "0.97"
"68.4", "-0.008530696", "-4.18E-15", "0.97"
"68.5", "-0.008530696", "-4.07E-15", "0.97"
"68.6", "-0.008530696", "9.80E-16", "0.97"
"68.7", "-0.008530696", "-2.56E-15", "0.97"
"68.8", "-0.008530696", "-1.54E-15", "0.97"
"68.9", "-0.008530696", "1.30E-15", "0.97"
"69", "-0.008530696", "-6.88E-18", "0.97"
"69.1", "-0.008530696", "-4.02E-16", "0.97"
"69.2", "-0.008530696", "-1.71E-15", "0.97"
"69.3", "-0.008530696", "2.37E-15", "0.97"
"69.4", "-0.008530696", "3.64E-15", "0.97"
"69.5", "-0.008530696", "1.21E-17", "0.97"
"69.6", "-0.008530696", "-1.31E-15", "0.97"
"69.7", "-0.008530696", "-2.02E-15", "0.97"
"69.8", "-0.008530696", "-6.07E-16", "0.97"
"69.9", "-0.008530696", "7.56E-16", "0.97"
"70", "-0.008530696", "1.52E-15", "0.97"
"70.1", "-0.008530696", "4.97E-15", "0.97"
"70.2", "-0.008530696", "3.97E-15", "0.97"
"70.3", "-0.008530696", "5.01E-15", "0.97"
"70.4", "-0.008530696", "5.69E-16", "0.97"
"70.5", "-0.008530696", "2.19E-15", "0.97"
"70.6", "-0.008530696", "3.23E-15", "0.97"
"70.7", "-0.008530696", "9.36E-16", "0.97"
"70.8", "-0.008530696", "1.03E-15", "0.97"
"70.9", "-0.008530696", "3.67E-16", "0.97"
"71", "-0.008530696", "3.20E-15", "0.97"
"71.1", "-0.008530696", "-4.14E-15", "0.97"
"71.2", "-0.008530696", "-2.80E-15", "0.97"
"71.3", "-0.008530696", "-1.93E-15", "0.97"
"71.4", "-0.008530696", "-1.86E-15", "0.97"
"71.5", "-0.008530696", "8.73E-16", "0.97"
"71.6", "-0.008530696", "-4.94E-15", "0.97"
"71.7", "-0.008530696", "-3.96E-15", "0.97"
"71.8", "-0.008530696", "-2.44E-15", "0.97"
"71.9", "-0.008530696", "-2.46E-15", "0.97"
"72", "-0.008530696", "-1.25E-15", "0.97"
"72.1", "-0.008530696", "3.90E-15", "0.97"
"72.2", "-0.008530696", "6.00E-16", "0.97"
"72.3", "-0.008530696", "7.40E-16", "0.97"
"72.4", "-0.008530696", "-1.27E-15", "0.97"
"72.5", "-0.008530696", "1.29E-15", "0.97"
"72.6", "-0.008530696", "9.81E-16", "0.97"
"72.7", "-0.008530696", "3.34E-15", "0.97"
"72.8", "-0.008530696", "-2.23E-16", "0.97"
"72.9", "-0.008530696", "2.76E-16", "0.97"
"73", "-0.008530696", "-1.17E-15", "0.97"
"73.1", "-0.008530696", "-2.15E-16", "0.97"
"73.2", "-0.008530696", "-3.58E-17", "0.97"
"73.3", "-0.008530696", "-1.19E-15", "0.97"
"73.4", "-0.008530696", "-1.91E-15", "0.97"
"73.5", "-0.008530696", "-7.63E-15", "0.97"
"73.6", "-0.008530696", "3.53E-15", "0.97"
"73.7", "-0.008530696", "-7.03E-16", "0.97"
"73.8", "-0.008530696", "2.66E-16", "0.97"
"73.9", "-0.008530696", "-7.58E-16", "0.97"
"74", "-0.008530696", "2.65E-15", "0.97"
"74.1", "-0.008530696", "3.59E-15", "0.97"
"74.2", "-0.008530696", "1.60E-15", "0.97"
"74.3", "-0.008530696", "2.26E-15", "0.97"
"74.4", "-0.008530696", "2.93E-15", "0.97"
"74.5", "-0.008530696", "2.09E-15", "0.97"
"74.6", "-0.008530696", "-8.66E-16", "0.97"
"74.7", "-0.008530696", "5.91E-15", "0.97"
"74.8", "-0.008530696", "4.55E-15", "0.97"
"74.9", "-0.008530696", "7.53E-15", "0.97"
"75", "-0.008530696", "6.25E-15", "0.97"
"75.1", "-0.008530696", "5.21E-15", "0.97"
"75.2", "-0.008530696", "6.73E-15", "0.97"
"75.3", "-0.008530696", "7.19E-15", "0.97"
"75.4", "-0.008530696", "4.43E-15", "0.97"
"75.5", "-0.008530696", "2.72E-15", "0.97"
"75.6", "-0.008530696", "5.42E-15", "0.97"
"75.7", "-0.008530696", "6.95E-15", "0.97"
"75.8", "-0.008530696", "5.11E-15", "0.97"
"75.9", "-0.008530696", "4.51E-15", "0.97"
"76", "-0.008530696", "1.27E-15", "0.97"
"76.1", "-0.008530696", "4.15E-15", "0.97"
"76.2", "-0.008530696", "7.66E-16", "0.97"
"76.3", "-0.008530696", "3.36E-16", "0.97"
"76.4", "-0.008530696", "1.20E-15", "0.97"
"76.5", "-0.008530696", "6.39E-16", "0.97"
"76.6", "-0.008530696", "2.21E-16", "0.97"
"76.7", "-0.008530696", "-7.57E-16", "0.97"
"76.8", "-0.008530696", "1.04E-16", "0.97"
"76.9", "-0.008530696", "-8.99E-17", "0.97"
"77", "-0.008530696", "-1.71E-15", "0.97"
"77.1", "-0.008530696", "-4.89E-16", "0.97"
"77.2", "-0.008530696", "-2.18E-15", "0.97"
"77.3", "-0.008530696", "-5.05E-15", "0.97"
"77.4", "-0.008530696", "-5.10E-15", "0.97"
"77.5", "-0.008530696", "-5.98E-15", "0.97"
"77.6", "-0.008530696", "8.00E-16", "0.97"
"77.7", "-0.008530696", "5.06E-16", "0.97"
"77.8", "-0.008530696", "-1.40E-15", "0.97"
"77.9", "-0.008530696", "-3.42E-15", "0.97"
"78", "-0.008530696", "-4.35E-15", "0.97"
"78.1", "-0.008530696", "6.32E-17", "0.97"
"78.2", "-0.008530696", "1.11E-15", "0.97"
"78.3", "-0.008530696", "-1.54E-15", "0.97"
"78.4", "-0.008530696", "-1.67E-15", "0.97"
"78.5", "-0.008530696", "8.91E-16", "0.97"
"78.6", "-0.008530696", "2.79E-15", "0.97"
"78.7", "-0.008530696", "7.83E-16", "0.97"
"78.8", "-0.008530696", "-2.42E-15", "0.97"
"78.9", "-0.008530696", "-2.94E-15", "0.97"
"79", "-0.008530696", "-1.06E-15", "0.97"
"79.1", "-0.008530696", "-5.07E-15", "0.97"
"79.2", "-0.008530696", "1.43E-15", "0.97"
"79.3", "-0.008530696", "-8.69E-16", "0.97"
"79.4", "-0.008530696", "-2.16E-15", "0.97"
"79.5", "-0.008530696", "-1.92E-15", "0.97"
"79.6", "-0.008530696", "2.23E-15", "0.97"
"79.7", "-0.008530696", "1.67E-15", "0.97"
"79.8", "-0.008530696", "1.32E-15", "0.97"
"79.9", "-0.008530696", "1.78E-15", "0.97"
"80", "-0.008530696", "2.13E-15", "0.97"
"80.1", "-0.008530696", "2.75E-15", "0.97"
"80.2", "-0.008530696", "1.80E-15", "0.97"
"80.3", "-0.008530696", "3.66E-15", "0.97"
"80.4", "-0.008530696", "1.89E-15", "0.97"
"80.5", "-0.008530696", "1.34E-15", "0.97"
"80.6", "-0.008530696", "-4.27E-16", "0.97"
"80.7", "-0.008530696", "-1.61E-15", "0.97"
"80.8", "-0.008530696", "2.53E-15", "0.97"
"80.9", "-0.008530696", "2.14E-15", "0.97"
"81", "-0.008530696", "-4.62E-16", "0.97"
"81.1", "-0.008530696", "1.15E-15", "0.97"
"81.2", "-0.008530696", "1.10E-15", "0.97"
"81.3", "-0.008530696", "1.46E-15", "0.97"
"81.4", "-0.008530696", "3.48E-15", "0.97"
"81.5", "-0.008530696", "2.12E-15", "0.97"
"81.6", "-0.008530696", "2.99E-16", "0.97"
"81.7", "-0.008530696", "-2.46E-15", "0.97"
"81.8", "-0.008530696", "9.10E-16", "0.97"
"81.9", "-0.008530696", "-1.09E-16", "0.97"
"82", "-0.008530696", "2.05E-15", "0.97"
"82.1", "-0.008530696", "1.74E-15", "0.97"
"82.2", "-0.008530696", "2.27E-15", "0.97"
"82.3", "-0.008530696", "1.83E-15", "0.97"
"82.4", "-0.008530696", "3.15E-15", "0.97"
"82.5", "-0.008530696", "3.43E-15", "0.97"
"82.6", "-0.008530696", "1.62E-15", "0.97"
"82.7", "-0.008530696", "2.66E-15", "0.97"
"82.8", "-0.008530696", "3.62E-15", "0.97"
"82.9", "-0.008530696", "2.83E-15", "0.97"
"83", "-0.008530696", "1.13E-15", "0.97"
"83.1", "-0.008530696", "3.49E-15", "0.97"
"83.2", "-0.008530696", "-2.30E-15", "0.97"
"83.3", "-0.008530696", "-9.19E-16", "0.97"
"83.4", "-0.008530696", "1.68E-15", "0.97"
"83.5", "-0.008530696", "3.03E-15", "0.97"
"83.6", "-0.008530696", "2.45E-15", "0.97"
"83.7", "-0.008530696", "-2.09E-17", "0.97"
"83.8", "-0.008530696", "-3.54E-17", "0.97"
"83.9", "-0.008530696", "-5.76E-16", "0.97"
"84", "-0.008530696", "1.16E-15", "0.97"
"84.1", "-0.008530696", "-1.18E-15", "0.97"
"84.2", "-0.008530696", "-6.38E-17", "0.97"
"84.3", "-0.008530696", "7.06E-16", "0.97"
"84.4", "-0.008530696", "4.29E-16", "0.97"
"84.5", "-0.008530696", "-4.16E-15", "0.97"
"84.6", "-0.008530696", "-4.47E-15", "0.97"
"84.7", "-0.008530696", "-2.86E-15", "0.97"
"84.8", "-0.008530696", "-3.07E-15", "0.97"
"84.9", "-0.008530696", "-4.13E-15", "0.97"
"85", "-0.008530696", "-3.26E-15", "0.97"
"85.1", "-0.008530696", "-3.22E-15", "0.97"
"85.2", "-0.008530696", "-3.67E-15", "0.97"
"85.3", "-0.008530696", "-2.99E-15", "0.97"
"85.4", "-0.008530696", "-7.55E-15", "0.97"
"85.5", "-0.008530696", "-6.66E-15", "0.97"
"85.6", "-0.008530696", "-3.34E-15", "0.97"
"85.7", "-0.008530696", "-1.56E-15", "0.97"
"85.8", "-0.008530696", "-3.61E-15", "0.97"
"85.9", "-0.008530696", "-2.49E-15", "0.97"
"86", "-0.008530696", "-8.01E-16", "0.97"
"86.1", "-0.008530696", "-2.60E-15", "0.97"
"86.2", "-0.008530696", "-5.87E-15", "0.97"
"86.3", "-0.008530696", "6.09E-16", "0.97"
"86.4", "-0.008530696", "-7.72E-16", "0.97"
"86.5", "-0.008530696", "-1.57E-15", "0.97"
"86.6", "-0.008530696", "-9.26E-16", "0.97"
"86.7", "-0.008530696", "1.80E-15", "0.97"
"86.8", "-0.008530696", "-1.70E-15", "0.97"
"86.9", "-0.008530696", "-2.83E-15", "0.97"
"87", "-0.008530696", "-1.55E-15", "0.97"
"87.1", "-0.008530696", "5.14E-16", "0.97"
"87.2", "-0.008530696", "3.95E-15", "0.97"
"87.3", "-0.008530696", "7.65E-16", "0.97"
"87.4", "-0.008530696", "1.38E-15", "0.97"
"87.5", "-0.008530696", "1.96E-15", "0.97"
"87.6", "-0.008530696", "5.90E-16", "0.97"
"87.7", "-0.008530696", "2.11E-15", "0.97"
"87.8", "-0.008530696", "-4.93E-16", "0.97"
"87.9", "-0.008530696", "1.47E-15", "0.97"
"88", "-0.008530696", "-3.30E-15", "0.97"
"88.1", "-0.008530696", "-7.03E-16", "0.97"
"88.2", "-0.008530696", "5.23E-15", "0.97"
"88.3", "-0.008530696", "1.09E-15", "0.97"
"88.4", "-0.008530696", "5.21E-15", "0.97"
"88.5", "-0.008530696", "1.22E-15", "0.97"
"88.6", "-0.008530696", "1.20E-15", "0.97"
"88.7", "-0.008530696", "-1.08E-15", "0.97"
"88.8", "-0.008530696", "2.77E-15", "0.97"
"88.9", "-0.008530696", "1.60E-15", "0.97"
"89", "-0.008530696", "-2.46E-16", "0.97"
"89.1", "-0.008530696", "9.28E-16", "0.97"
"89.2", "-0.008530696", "3.03E-15", "0.97"
"89.3", "-0.008530696", "3.56E-15", "0.97"
"89.4", "-0.008530696", "1.82E-15", "0.97"
"89.5", "-0.008530696", "7.44E-16", "0.97"
"89.6", "-0.008530696", "2.38E-15", "0.97"
"89.7", "-0.008530696", "-1.24E-15", "0.97"
"89.8", "-0.008530696", "4.85E-16", "0.97"
"89.9", "-0.008530696", "4.59E-16", "0.97"
"90", "-0.008530696", "-1.18E-16", "0.97"
"90.1", "-0.008530696", "-1.24E-15", "0.97"
"90.2", "-0.008530696", "-3.35E-15", "0.97"
"90.3", "-0.008530696", "-3.35E-15", "0.97"
"90.4", "-0.008530696", "-2.85E-15", "0.97"
"90.5", "-0.008530696", "-2.85E-15", "0.97"
"90.6", "-0.008530696", "2.62E-16", "0.97"
"90.7", "-0.008530696", "1.45E-15", "0.97"
"90.8", "-0.008530696", "1.79E-15", "0.97"
"90.9", "-0.008530696", "1.45E-15", "0.97"
"91", "-0.008530696", "2.79E-15", "0.97"
"91.1", "-0.008530696", "2.95E-15", "0.97"
"91.2", "-0.008530696", "2.75E-15", "0.97"
"91.3", "-0.008530696", "2.95E-15", "0.97"
"91.4", "-0.008530696", "1.78E-15", "0.97"
"91.5", "-0.008530696", "5.84E-16", "0.97"
"91.6", "-0.008530696", "-5.39E-16", "0.97"
"91.7", "-0.008530696", "-5.46E-16", "0.97"
"91.8", "-0.008530696", "-9.45E-16", "0.97"
"91.9", "-0.008530696", "-2.63E-16", "0.97"
"92", "-0.008530696", "2.27E-15", "0.97"
"92.1", "-0.008530696", "2.22E-15", "0.97"
"92.2", "-0.008530696", "2.21E-15", "0.97"
"92.3", "-0.008530696", "1.63E-15", "0.97"
"92.4", "-0.008530696", "-2.25E-15", "0.97"
"92.5", "-0.008530696", "1.10E-16", "0.97"
"92.6", "-0.008530696", "5.61E-15", "0.97"
"92.7", "-0.008530696", "1.02E-15", "0.97"
"92.8", "-0.008530696", "6.33E-16", "0.97"
"92.9", "-0.008530696", "6.93E-16", "0.97"
"93", "-0.008530696", "1.99E-15", "0.97"
"93.1", "-0.008530696", "-1.81E-15", "0.97"
"93.2", "-0.008530696", "7.23E-16", "0.97"
"93.3", "-0.008530696", "3.72E-15", "0.97"
"93.4", "-0.008530696", "7.34E-15", "0.97"
"93.5", "-0.008530696", "4.96E-15", "0.97"
"93.6", "-0.008530696", "2.94E-15", "0.97"
"93.7", "-0.008530696", "2.60E-15", "0.97"
"93.8", "-0.008530696", "5.02E-15", "0.97"
"93.9", "-0.008530696", "3.87E-15", "0.97"
"94", "-0.008530696", "4.72E-15", "0.97"
"94.1", "-0.008530696", "3.33E-15", "0.97"
"94.2", "-0.008530696", "5.73E-15", "0.97"
"94.3", "-0.008530696", "2.43E-15", "0.97"
"94.4", "-0.008530696", "2.86E-15", "0.97"
"94.5", "-0.008530696", "2.30E-15", "0.97"
"94.6", "-0.008530696", "2.63E-15", "0.97"
"94.7", "-0.008530696", "8.57E-16", "0.97"
"94.8", "-0.008530696", "-1.04E-15", "0.97"
"94.9", "-0.008530696", "3.79E-15", "0.97"
"95", "-0.008530696", "2.45E-15", "0.97"
"95.1", "-0.008530696", "4.88E-15", "0.97"
"95.2", "-0.008530696", "6.54E-16", "0.97"
"95.3", "-0.008530696", "7.05E-16", "0.97"
"95.4", "-0.008530696", "3.04E-15", "0.97"
"95.5", "-0.008530696", "6.52E-16", "0.97"
"95.6", "-0.008530696", "7.04E-16", "0.97"
"95.7", "-0.008530696", "3.04E-15", "0.97"
"95.8", "-0.008530696", "3.09E-15", "0.97"
"95.9", "-0.008530696", "3.09E-15", "0.97"
"96", "-0.008530696", "3.04E-15", "0.97"
"96.1", "-0.008530696", "6.35E-16", "0.97"
"96.2", "-0.008530696", "3.04E-15", "0.97"
"96.3", "-0.008530696", "3.10E-15", "0.97"
"96.4", "-0.008530696", "3.10E-15", "0.97"
"96.5", "-0.008530696", "4.30E-15", "0.97"
"96.6", "-0.008530696", "1.90E-15", "0.97"
"96.7", "-0.008530696", "3.01E-15", "0.97"
"96.8", "-0.008530696", "3.07E-15", "0.97"
"96.9", "-0.008530696", "3.00E-15", "0.97"
"97", "-0.008530696", "2.57E-15", "0.97"
"97.1", "-0.008530696", "2.57E-15", "0.97"
"97.2", "-0.008530696", "4.65E-15", "0.97"
"97.3", "-0.008530696", "2.85E-15", "0.97"
"97.4", "-0.008530696", "4.04E-15", "0.97"
"97.5", "-0.008530696", "4.17E-15", "0.97"
"97.6", "-0.008530696", "4.99E-15", "0.97"
"97.7", "-0.008530696", "4.93E-15", "0.97"
"97.8", "-0.008530696", "5.01E-15", "0.97"
"97.9", "-0.008530696", "3.23E-15", "0.97"
"98", "-0.008530696", "3.11E-15", "0.97"
"98.1", "-0.008530696", "2.75E-15", "0.97"
"98.2", "-0.008530696", "2.68E-15", "0.97"
"98.3", "-0.008530696", "1.86E-15", "0.97"
"98.4", "-0.008530696", "3.98E-15", "0.97"
"98.5", "-0.008530696", "1.23E-15", "0.97"
"98.6", "-0.008530696", "3.03E-15", "0.97"
"98.7", "-0.008530696", "1.80E-15", "0.97"
"98.8", "-0.008530696", "-3.81E-16", "0.97"
"98.9", "-0.008530696", "1.69E-15", "0.97"
"99", "-0.008530696", "1.54E-15", "0.97"
"99.1", "-0.008530696", "1.37E-15", "0.97"
"99.2", "-0.008530696", "3.95E-15", "0.97"
"99.3", "-0.008530696", "4.29E-16", "0.97"
"99.4", "-0.008530696", "1.23E-15", "0.97"
